sent_id,文字,バイト(hex),エントロピー(bits),H(=sum/√ℓ),備考
0,病,E7 97 85,2.378193 2.738866 0.280367,3.116206,
0,。,E3 80 82,2.231669 0.000429 0.352220,1.492057,
0,”,E2 80 9D,2.400735 0.001673 0.068331,1.426482,
0,<EOS>,,3.539111,,末バイト→EOS

1,<BOS>,,4.756385,,BOS出力＝先頭バイトを予測(先頭文字Hに算入)
1,埃,E5 9F 83,4.756385 5.117059 1.758285,6.715582,先頭文字: 1番目entは<BOS>(e[0])と同値＝BOS項
1,胡,E8 83 A1,2.209127 3.854701 0.034694,3.520983,
1,德,E5 BE B7,1.487779 4.463338 0.069387,3.475940,
1,·,C2 B7,2.468361 0.000050,1.745430,
1,乌,E4 B9 8C,2.659969 2.524716 2.073874,4.190731,
1,尔,E5 B0 94,1.916079 3.516569 0.583277,3.473296,
1,博,E5 8D 9A,1.510321 3.922327 0.147933,3.221950,
1,士,E5 A3 AB,2.705053 2.569801 0.000958,3.045991,
1,（,EF BC 88,1.555406 0.000674 0.493109,1.183099,
1,新,E6 96 B0,2.152772 3.381317 0.732619,3.618085,
1,斯,E6 96 AF,0.963675 2.953016 0.155681,2.351186,
1,科,E7 A7 91,1.098928 1.273629 0.193017,1.481235,
1,舍,E8 88 8D,0.907320 0.092282 0.078897,0.622672,
1,省,E7 9C 81,0.171884 1.611761 0.000199,1.029903,
1,哈,E5 93 88,1.713200 3.719448 0.974946,3.699427,
1,利,E5 88 A9,2.310566 4.057580 0.037864,3.698511,
1,法,E6 B3 95,0.470567 0.065513 0.024655,0.323740,
1,克,E5 85 8B,0.552282 0.054946 0.116233,0.417690,
1,斯,E6 96 AF,0.059525 0.008189 0.000556,0.039416,
1,市,E5 B8 82,1.848453 1.465237 0.003962,1.915448,
1,达,E8 BE BE,1.837182 4.305543 0.122573,3.617271,
1,尔,E5 B0 94,2.209127 3.494027 1.623032,4.229775,
1,豪,E8 B1 AA,2.378193 3.494027 0.064104,3.427338,
1,西,E8 A5 BF,0.013472 3.967411 0.000809,2.298831,
1,大,E5 A4 A7,1.679387 3.358774 1.251087,3.631099,
1,学,E5 AD A6,0.048254 0.659357 0.006516,0.412301,
1,医,E5 8C BB,1.403246 3.787074 0.698805,3.400089,
1,学,E5 AD A6,1.623032 0.016466 0.000143,0.946647,
1,教,E6 95 99,0.297274 2.524716 0.010082,1.635098,
1,授,E6 8E 88,0.586095 0.000377 0.000005,0.338602,
1,，,EF BC 8C,1.397611 0.001095 0.535375,1.116642,
1,加,E5 8A A0,2.930474 3.561653 0.386034,3.971108,
1,拿,E6 8B BF,1.358162 0.052129 0.001684,0.815204,
1,大,E5 A4 A7,0.003148 0.000213 0.001508,0.002811,
1,糖,E7 B3 96,2.152772 3.133353 0.614272,3.406596,
1,尿,E5 B0 BF,0.749525 0.047550 0.247963,0.603353,
1,病,E7 97 85,0.003720 0.002631 0.011359,0.010225,
1,协,E5 8D 8F,1.555406 0.611455 2.006248,2.409345,
1,会,E4 BC 9A,0.018844 0.000061 0.001530,0.011798,
1,临,E4 B8 B4,2.614885 1.104563 0.467749,2.417479,
1,床,E5 BA 8A,0.013472 0.019900 0.002730,0.020844,
1,与,E4 B8 8E,0.946769 0.704441 1.245452,1.672388,
1,科,E7 A7 91,2.242940 2.648698 0.169066,2.921799,
1,学,E5 AD A6,0.080658 0.015938 0.004601,0.058426,
1,部,E9 83 A8,1.825911 2.220398 0.001915,2.337243,
1,门,E9 97 A8,1.994977 1.713200 0.001227,2.141626,
1,教,E6 95 99,2.581072 2.953016 0.501562,3.484684,
1,授,E6 8E 88,0.095804 0.000897 0.000044,0.055856,
1,）,EF BC 89,1.668116 0.001651 0.896049,1.481375,
1,提,E6 8F 90,1.623032 0.479020 0.224012,1.342954,
1,醒,E9 86 92,0.628361 1.994977 0.321225,1.700044,
1,，,EF BC 8C,1.087657 0.003544 0.766432,1.072505,
1,这,E8 BF 99,2.885390 4.170290 2.862848,5.726465,
1,项,E9 A1 B9,1.893537 1.453966 0.064809,1.970099,
1,研,E7 A0 94,1.994977 0.862236 0.000589,1.649952,
1,究,E7 A9 B6,0.008101 0.000063 0.000026,0.004729,
1,仍,E4 BB 8D,2.829035 2.355650 1.228545,3.702680,
1,处,E5 A4 84,2.242940 3.065727 1.679387,4.034555,
1,在,E5 9C A8,0.277550 0.755161 0.014705,0.604726,
1,早,E6 97 A9,2.930474 4.553506 2.344379,5.674406,
1,期,E6 9C 9F,0.958040 0.145115 0.000427,0.637153,
1,阶,E9 98 B6,2.907932 4.057580 2.468361,5.446649,
1,段,E6 AE B5,0.229648 0.027825 0.000204,0.148770,
1,。,E3 80 82,1.544135 0.000652 0.030115,0.909270,
1,<EOS>,,3.155895,,末バイト→EOS

2,<BOS>,,4.756385,,BOS出力＝先頭バイトを予測(先頭文字Hに算入)
2,和,E5 92 8C,4.756385 5.117059 2.333108,7.047456,先頭文字: 1番目entは<BOS>(e[0])と同値＝BOS項
2,其,E5 85 B6,2.434548 3.336232 1.510321,4.203746,
2,他,E4 BB 96,2.186585 0.059525 0.229648,1.429379,
2,一,E4 B8 80,2.930474 2.265482 3.539111,5.043194,
2,些,E4 BA 9B,2.344379 1.138377 0.028706,2.027344,
2,专,E4 B8 93,2.592343 2.558529 2.975559,4.691797,
2,家,E5 AE B6,1.848453 1.735742 0.085590,2.118751,
2,一,E4 B8 80,2.975559 1.623032 2.750137,4.242790,
2,样,E6 A0 B7,1.792098 0.417029 0.000147,1.275525,
2,，,EF BC 8C,1.679387 0.006692 0.225421,1.103605,
2,他,E4 BB 96,2.648698 2.209127 2.626156,4.320878,
2,对,E5 AF B9,1.870995 3.223522 0.262052,3.092616,
2,糖,E7 B3 96,2.524716 4.733843 1.735742,5.192863,
2,尿,E5 B0 BF,1.814640 2.569801 0.010479,2.537408,
2,病,E7 97 85,0.014089 0.000193 0.005415,0.011372,
2,能,E8 83 BD,2.310566 3.922327 1.279265,4.337147,
2,否,E5 90 A6,1.510321 1.059479 0.329678,1.674015,
2,治,E6 B2 BB,2.445819 3.539111 0.433936,3.705934,
2,愈,E6 84 88,0.316998 0.144410 0.433936,0.516927,
2,持,E6 8C 81,2.423277 5.139601 2.569801,5.850105,
2,怀,E6 80 80,1.239816 3.358774 0.439571,2.908784,
2,疑,E7 96 91,1.127106 0.021750 0.041034,0.686983,
2,态,E6 80 81,1.623032 2.107687 1.346891,2.931560,
2,度,E5 BA A6,0.035046 0.010126 0.003412,0.028050,
2,。,E3 80 82,2.096416 0.002014 0.721348,1.628000,
2,他,E4 BB 96,2.851577 1.352527 0.459295,2.692415,
2,指,E6 8C 87,2.535987 3.832159 1.600490,4.600694,
2,出,E5 87 BA,0.198652 0.583277 0.000848,0.451936,
2,，,EF BC 8C,1.544135 0.005305 0.656539,1.273622,
2,这,E8 BF 99,2.637427 2.829035 1.087657,3.784022,
2,些,E4 BA 9B,1.870995 1.284900 0.043323,1.847070,
2,发,E5 8F 91,2.265482 4.125206 2.953016,5.394590,
2,现,E7 8E B0,1.904808 1.532863 0.000012,1.984748,
2,与,E4 B8 8E,2.772680 2.299295 2.378193,4.301356,
2,已,E5 B7 B2,2.626156 4.485880 2.197856,5.375068,
2,患,E6 82 A3,2.175314 3.471485 0.001167,3.260854,
2,有,E6 9C 89,1.284900 0.574824 0.907320,1.597554,
2, ,20,2.220398,2.220398,
2,1,31,4.260459,4.260459,
2, ,20,3.696906,3.696906,
2,型,E5 9E 8B,2.073874 2.907932 0.009290,2.881611,
2,糖,E7 B3 96,2.558529 3.043185 0.110597,3.298005,
2,尿,E5 B0 BF,0.028706 0.000016 0.000011,0.016589,
2,病,E7 97 85,0.198652 0.000066 0.000564,0.115056,
2,的,E7 9A 84,2.603614 0.450842 0.001728,1.764489,
2,人,E4 BA BA,2.490903 0.439571 0.169066,1.789520,
2,无,E6 97 A0,2.682511 3.651822 2.310566,4.991135,
2,关,E5 85 B3,1.758285 2.254211 1.544135,3.208122,
2,。,E3 80 82,1.267994 0.000578 0.022278,0.745272,
2,<EOS>,,3.110811,,末バイト→EOS

3,<BOS>,,4.756385,,BOS出力＝先頭バイトを予測(先頭文字Hに算入)
3,周,E5 91 A8,4.756385 5.117059 2.693782,7.255692,先頭文字: 1番目entは<BOS>(e[0])と同値＝BOS項
3,一,E4 B8 80,2.490903 2.400735 3.764532,4.997642,
3,，,EF BC 8C,3.043185 0.003258 0.912955,2.285960,
3,瑞,E7 91 9E,2.276753 3.967411 4.012496,5.921685,
3,典,E5 85 B8,1.453966 1.138377 0.018668,1.507468,
3,学,E5 AD A6,2.569801 4.576048 0.941133,4.669021,
3,院,E9 99 A2,1.110199 0.924227 0.000003,1.174578,
3,诺,E8 AF BA,2.727595 2.535987 0.157090,3.129627,
3,贝,E8 B4 9D,0.007793 0.952404 0.010479,0.560420,
3,尔,E5 B0 94,0.001464 0.003830 0.000504,0.003347,
3,文,E6 96 87,0.986217 0.255008 0.000809,0.717089,
3,学,E5 AD A6,0.051072 0.077841 0.002036,0.075603,
3,委,E5 A7 94,0.924227 0.087351 0.259234,0.733703,
3,员,E5 91 98,0.000326 0.038568 0.000001,0.022456,
3,会,E4 BC 9A,1.420153 0.018315 0.002025,0.831669,
3,常,E5 B8 B8,0.167657 0.890413 0.507197,0.903708,
3,务,E5 8A A1,0.091577 0.021838 0.000925,0.066014,
3,秘,E7 A7 98,0.277550 1.380704 1.200367,1.650426,
3,书,E4 B9 A6,0.043499 0.000006 0.000017,0.025127,
3,萨,E8 90 A8,1.499050 4.147748 0.114119,3.326068,
3,拉,E6 8B 89,1.994977 3.967411 0.097917,3.498919,
3,·,C2 B7,2.186585 0.000015,1.546159,
3,丹,E4 B8 B9,2.423277 2.693782 2.400735,4.340400,
3,尼,E5 B0 BC,1.769556 0.633997 0.037159,1.409146,
3,尔,E5 B0 94,1.031302 0.010523 0.000268,0.601652,
3,斯,E6 96 AF,1.668116 0.591730 0.760796,1.743969,
3,在,E5 9C A8,2.164043 3.178438 0.114119,3.150369,
3,瑞,E7 91 9E,2.783951 1.104563 0.001359,2.245819,
3,典,E5 85 B8,0.022718 0.171179 0.000208,0.112067,
3,广,E5 B9 BF,2.389464 4.237917 0.501562,4.115897,
3,播,E6 92 AD,1.003124 0.107779 0.004645,0.644062,
3,电,E7 94 B5,1.442695 2.795222 0.016819,2.456473,
3,台,E5 8F B0,0.664992 0.009422 0.000008,0.389378,
3,的,E7 9A 84,3.110811 2.885390 0.037688,3.483667,
3,一,E4 B8 80,2.648698 1.104563 1.668116,3.130034,
3,档,E6 A1 A3,1.983706 0.042266 0.242328,1.309604,
3,节,E8 8A 82,2.558529 3.516569 0.080306,3.553825,
3,目,E7 9B AE,0.000570 0.000996 0.000201,0.001020,
3,中,E4 B8 AD,2.479632 0.707259 0.125390,1.912346,
3,向,E5 90 91,2.727595 3.719448 2.614885,5.231907,
3,公,E5 85 AC,2.558529 3.471485 1.656845,4.438010,
3,众,E4 BC 97,0.800245 0.000509 0.000264,0.462468,
3,宣,E5 AE A3,2.220398 3.336232 1.634303,4.151687,
3,布,E5 B8 83,1.623032 1.284900 0.004205,1.681323,
3,，,EF BC 8C,2.806493 0.001464 0.805880,2.086450,
3,委,E5 A7 94,2.637427 4.215375 0.232466,4.090681,
3,员,E5 91 98,1.690658 0.061639 0.000003,1.011691,
3,会,E4 BC 9A,0.980582 0.013032 0.000090,0.573715,
3,因,E5 9B A0,2.626156 4.080122 1.262358,4.600694,
3,无,E6 97 A0,2.265482 2.998101 2.175314,4.294849,
3,法,E6 B3 95,2.220398 1.600490 0.086646,2.256016,
3,直,E7 9B B4,2.445819 3.291148 0.419847,3.554638,
3,接,E6 8E A5,0.055299 0.862236 0.000013,0.529746,
3,联,E8 81 94,2.288024 3.651822 0.138775,3.509493,
3,系,E7 B3 BB,0.487473 0.715712 0.000042,0.694684,
3,到,E5 88 B0,2.626156 3.584195 0.653721,3.962974,
3,鲍,E9 B2 8D,2.502174 4.508422 0.316998,4.230589,
3,勃,E5 8B 83,1.803369 1.747014 0.002267,2.051123,
3,·,C2 B7,1.087657 0.000000,0.769090,
3,迪,E8 BF AA,2.479632 3.178438 1.284900,4.008526,
3,伦,E4 BC A6,2.085145 1.059479 0.010831,1.821803,
3,，,EF BC 8C,2.705053 0.005944 1.104563,2.202915,
3,通,E9 80 9A,2.592343 3.448943 2.479632,4.919554,
3,知,E7 9F A5,0.252190 2.344379 0.005636,1.502384,
3,他,E4 BB 96,2.502174 2.412006 1.792098,3.871871,
3,获,E8 8E B7,2.693782 3.696906 0.002928,3.691356,
3,得,E5 BE 97,2.276753 1.769556 0.001062,2.336751,
3,了,E4 BA 86,2.761408 1.510321 0.049663,2.494957,
3, ,20,2.953016,2.953016,
3,2,32,4.553506,4.553506,
3,0,30,2.231669,2.231669,
3,1,31,1.555406,1.555406,
3,6,36,3.268606,3.268606,
3, ,20,1.115834,1.115834,
3,年,E5 B9 B4,0.794609 0.346585 0.007132,0.662987,
3,诺,E8 AF BA,2.795222 1.679387 0.198652,2.698109,
3,贝,E8 B4 9D,0.001453 0.001805 0.002488,0.003317,
3,尔,E5 B0 94,0.013649 0.000660 0.000308,0.008439,
3,文,E6 96 87,1.476508 0.088055 0.003324,0.905220,
3,学,E5 AD A6,0.027121 0.014617 0.002741,0.025680,
3,奖,E5 A5 96,0.002201 0.010523 0.000033,0.007365,
3,，,EF BC 8C,2.783951 0.003654 0.352220,1.812779,
3,已,E5 B7 B2,2.524716 3.336232 2.637427,4.906539,
3,经,E7 BB 8F,2.288024 0.631179 0.081715,1.732581,
3,放,E6 94 BE,2.344379 3.381317 1.611761,4.236283,
3,弃,E5 BC 83,0.165544 1.059479 0.006296,0.710902,
3,了,E4 BA 86,2.310566 0.094395 0.008189,1.393233,
3,与,E4 B8 8E,2.862848 1.668116 2.400735,4.002018,
3,他,E4 BB 96,2.502174 2.535987 1.149648,3.572533,
3,联,E8 81 94,1.904808 3.741990 0.050368,3.289260,
3,系,E7 B3 BB,0.324043 0.021838 0.011227,0.206176,
3,的,E7 9A 84,0.549464 0.057764 0.001051,0.351190,
3,尝,E5 B0 9D,2.479632 4.485880 3.426401,5.999774,
3,试,E8 AF 95,0.001255 0.000055 0.006428,0.004467,
3,。,E3 80 82,1.329984 0.003808 0.025888,0.785012,
3,<EOS>,,3.110811,,末バイト→EOS

4,<BOS>,,4.756385,,BOS出力＝先頭バイトを予測(先頭文字Hに算入)
4,达,E8 BE BE,4.756385 5.545359 2.874119,7.607088,先頭文字: 1番目entは<BOS>(e[0])と同値＝BOS項
4,尼,E5 B0 BC,2.186585 4.440796 1.307442,4.581172,
4,厄,E5 8E 84,1.972435 1.510321 0.185972,2.118141,
4,斯,E6 96 AF,2.727595 1.701929 0.122573,2.628155,
4,说,E8 AF B4,2.231669 4.215375 0.687534,4.119150,
4,道,E9 81 93,1.307442 2.073874 0.012240,1.959271,
4,：,EF BC 9A,2.851577 0.006736 0.687534,2.047196,
4,“,E2 80 9C,2.727595 0.044028 0.044908,1.626125,
4,目,E7 9B AE,2.355650 4.688759 3.043185,5.824075,
4,前,E5 89 8D,1.222909 0.360674 0.000183,0.914388,
4,我,E6 88 91,2.716324 3.651822 0.003786,3.678837,
4,们,E4 BB AC,2.028790 0.239510 0.112006,1.374270,
4,保,E4 BF 9D,2.457090 1.656845 1.679387,3.344776,
4,持,E6 8C 81,1.160919 0.732619 0.002080,1.094435,
4,按,E6 8C 89,2.558529 3.899785 1.391975,4.532367,
4,兵,E5 85 B5,1.363798 4.373169 2.907932,4.991135,
4,不,E4 B8 8D,2.254211 2.400735 1.290536,3.432625,
4,动,E5 8A A8,1.803369 3.043185 1.065115,3.413103,
4,。,E3 80 82,2.558529 0.000128 0.260643,1.627724,
4,我,E6 88 91,2.907932 2.006248 0.027121,2.852861,
4,给,E7 BB 99,0.749525 3.178438 1.972435,3.406596,
4,他,E4 BB 96,2.355650 2.051332 0.890413,3.058453,
4,关,E5 85 B3,2.164043 4.711301 2.795222,5.583303,
4,系,E7 B3 BB,2.062603 1.780827 0.001970,2.220143,
4,最,E6 9C 80,2.389464 3.200980 1.025666,3.819812,
4,好,E5 A5 BD,2.434548 3.448943 0.013560,3.404664,
4,的,E7 9A 84,1.994977 0.039801 0.000084,1.174828,
4,合,E5 90 88,2.705053 4.756385 2.164043,5.557274,
4,作,E4 BD 9C,1.938621 1.115834 0.202879,1.880623,
4,者,E8 80 85,2.953016 3.065727 1.228545,4.184224,
4,打,E6 89 93,3.088269 4.170290 2.051332,5.375068,
4,过,E8 BF 87,2.288024 1.307442 0.603001,2.423987,
4,电,E7 94 B5,2.705053 4.147748 0.952404,4.506338,
4,话,E8 AF 9D,1.848453 0.225421 0.025008,1.211790,
4,并,E5 B9 B6,2.118958 2.862848 0.726983,3.295971,
4,发,E5 8F 91,2.321837 4.666217 2.693782,5.589811,
4,送,E9 80 81,2.479632 0.839694 0.076080,1.960338,
4,了,E4 BA 86,2.535987 1.510321 0.408576,2.572029,
4,电,E7 94 B5,2.750137 3.133353 1.183461,4.080106,
4,子,E5 AD 90,1.386340 1.555406 0.088055,1.749256,
4,邮,E9 82 AE,2.569801 0.023775 0.001530,1.498285,
4,件,E4 BB B6,0.256417 0.013032 0.000099,0.155623,
4,，,EF BC 8C,1.679387 0.003874 0.318407,1.155664,
4,而,E8 80 8C,2.479632 2.885390 0.563553,3.422864,
4,且,E4 B8 94,2.209127 0.969311 1.189096,2.521597,
4,收,E6 94 B6,2.389464 3.246064 2.569801,4.737348,
4,到,E5 88 B0,1.623032 2.457090 0.004931,2.358506,
4,了,E4 BA 86,2.310566 1.132741 0.063047,2.024395,
4,对,E5 AF B9,2.648698 4.688759 0.907320,4.760124,
4,方,E6 96 B9,2.423277 2.130229 0.160613,2.721698,
4,非,E9 9D 9E,2.152772 3.719448 0.862236,3.888140,
4,常,E5 B8 B8,1.420153 0.377580 0.009334,1.043311,
4,友,E5 8F 8B,2.412006 3.178438 2.445819,4.639738,
4,好,E5 A5 BD,0.321225 0.986217 0.000003,0.754854,
4,的,E7 9A 84,0.169066 0.133844 0.000633,0.175250,
4,回,E5 9B 9E,2.378193 4.035038 0.572006,4.032928,
4,复,E5 A4 8D,1.183461 0.617090 0.208515,1.159935,
4,。,E3 80 82,2.513445 0.000462 0.129617,1.526240,
4,就,E5 B0 B1,2.490903 4.508422 2.705053,5.602825,
4,目,E7 9B AE,1.994977 0.193017 2.006248,2.421546,
4,前,E5 89 8D,0.036631 0.005481 0.000330,0.024504,
4,而,E8 80 8C,2.479632 1.983706 1.228545,3.286210,
4,言,E8 A8 80,0.005305 0.023423 0.001475,0.017438,
4,，,EF BC 8C,0.360674 0.017259 0.008894,0.223334,
4,这,E8 BF 99,2.603614 3.133353 0.560735,3.635980,
4,足,E8 B6 B3,2.051332 3.448943 3.020643,4.919554,
4,够,E5 A4 9F,0.143706 0.732619 0.135957,0.584441,
4,了,E4 BA 86,2.468361 1.363798 0.096508,2.268217,
4,。,E3 80 82,2.186585 0.000052 0.236692,1.399110,
4,”,E2 80 9D,2.333108 0.000396 0.051424,1.376939,
4,<EOS>,,3.065727,,末バイト→EOS

5,<BOS>,,4.756385,,BOS出力＝先頭バイトを予測(先頭文字Hに算入)
5,此,E6 AD A4,4.756385 5.117059 2.547258,7.171096,先頭文字: 1番目entは<BOS>(e[0])と同値＝BOS項
5,前,E5 89 8D,1.938621 1.555406 0.027297,2.033037,
5,，,EF BC 8C,2.626156 0.010875 0.033637,1.541911,
5,铃,E9 93 83,2.603614 3.764532 1.093292,4.307863,
5,声,E5 A3 B0,1.510321 3.741990 0.162726,3.126373,
5, ,20,2.378193,2.378193,
5,(,28,3.065727,3.065727,
5,R,52,4.125206,4.125206,
5,i,69,4.260459,4.260459,
5,n,6E,3.561653,3.561653,
5,g,67,0.611455,0.611455,
5,),29,2.637427,2.637427,
5, ,20,2.953016,2.953016,
5,公,E5 85 AC,2.930474 4.170290 2.006248,5.257936,
5,司,E5 8F B8,0.467749 0.135253 0.000826,0.348620,
5, ,20,2.445819,2.445819,
5,C,43,3.719448,3.719448,
5,E,45,3.584195,3.584195,
5,O,4F,2.659969,2.659969,
5, ,20,2.197856,2.197856,
5,杰,E6 9D B0,4.283001 4.283001 1.983706,6.090876,
5,米,E7 B1 B3,1.837182 2.840306 0.000128,2.700623,
5,·,C2 B7,2.738866 0.000050,1.936706,
5,西,E8 A5 BF,2.513445 4.283001 0.004271,3.926396,
5,米,E7 B1 B3,2.220398 2.040061 0.000008,2.459782,
5,诺,E8 AF BA,2.028790 2.333108 0.072557,2.560234,
5,夫,E5 A4 AB,2.310566 3.110811 0.033989,3.149657,
5,曾,E6 9B BE,2.423277 1.769556 0.193017,2.532171,
5,表,E8 A1 A8,2.299295 3.336232 0.009818,3.259342,
5,示,E7 A4 BA,0.195835 0.000517 0.000002,0.113365,
5,，,EF BC 8C,1.386340 0.013825 0.622726,1.167916,
5,公,E5 85 AC,2.885390 4.553506 1.837182,5.355546,
5,司,E5 8F B8,0.143002 0.083124 0.001343,0.131329,
5,成,E6 88 90,2.705053 4.102664 1.149648,4.594187,
5,立,E7 AB 8B,0.577642 0.015674 0.000004,0.342553,
5,之,E4 B9 8B,1.544135 1.713200 0.622726,2.240154,
5,初,E5 88 9D,1.245452 1.262358 0.018051,1.458307,
5,，,EF BC 8C,1.690658 0.001794 0.014969,0.985780,
5,他,E4 BB 96,2.750137 1.961164 1.014395,3.305732,
5,在,E5 9C A8,2.209127 3.448943 0.016907,3.276449,
5,位,E4 BD 8D,2.851577 1.825911 2.434548,4.106136,
5,于,E4 BA 8E,1.121470 0.082772 0.049663,0.723942,
5,车,E8 BD A6,2.648698 3.448943 1.391975,4.324132,
5,库,E5 BA 93,1.769556 2.389464 1.453966,3.240659,
5,的,E7 9A 84,2.118958 2.783951 0.015938,2.839898,
5,工,E5 B7 A5,3.133353 4.914180 1.713200,5.635362,
5,作,E4 BD 9C,1.465237 0.541011 0.003500,1.160329,
5,室,E5 AE A4,2.344379 2.806493 0.069035,3.013715,
5,里,E9 87 8C,3.696906 4.125206 0.091577,4.568971,
5,是,E6 98 AF,2.288024 3.877243 1.837182,4.620216,
5,听,E5 90 AC,2.096416 4.508422 2.716324,5.381576,
5,不,E4 B8 8D,1.521592 1.239816 1.577948,2.505328,
5,到,E5 88 B0,0.225421 0.350812 0.000293,0.332857,
5,门,E9 97 A8,2.502174 3.696906 1.837182,4.639738,
5,铃,E9 93 83,2.614885 3.065727 1.313078,4.037809,
5,响,E5 93 8D,0.529740 0.374763 2.197856,1.791147,
5,声,E5 A3 B0,2.738866 0.397305 0.000330,1.810860,
5,的,E7 9A 84,2.355650 0.481838 0.003038,1.639978,
5,。,E3 80 82,3.110811 0.004601 0.061639,1.834271,
5,<EOS>,,3.223522,,末バイト→EOS

6,<BOS>,,4.756385,,BOS出力＝先頭バイトを予測(先頭文字Hに算入)
6,他,E4 BB 96,4.756385 2.333108 3.674364,6.214516,先頭文字: 1番目entは<BOS>(e[0])と同値＝BOS項
6,称,E7 A7 B0,0.355038 2.851577 1.070750,2.469538,
6,，,EF BC 8C,2.637427 0.008938 0.941133,2.071243,
6,他,E4 BB 96,2.073874 2.006248 2.254211,3.657129,
6,制,E5 88 B6,1.859724 2.693782 3.696906,4.763378,
6,作,E4 BD 9C,0.656539 2.242940 0.003918,1.676277,
6,了,E4 BA 86,2.051332 0.963675 0.811516,2.209244,
6,一,E4 B8 80,2.862848 0.738254 1.313078,2.837203,
6,个,E4 B8 AA,2.017519 0.760796 0.003324,1.605980,
6, ,20,2.716324,2.716324,
6,W,57,5.207227,5.207227,
6,i,69,3.606738,3.606738,
6,F,46,1.544135,1.544135,
6,i,69,0.056707,0.056707,
6, ,20,2.062603,2.062603,
6,门,E9 97 A8,2.400735 4.350627 2.152772,5.140804,
6,铃,E9 93 83,2.502174 3.178438 3.539111,5.323010,
6,。,E3 80 82,2.423277 0.003500 0.538193,1.711826,
6,<EOS>,,2.930474,,末バイト→EOS

7,<BOS>,,4.756385,,BOS出力＝先頭バイトを予測(先頭文字Hに算入)
7,西,E8 A5 BF,4.756385 5.545359 0.156386,6.038004,先頭文字: 1番目entは<BOS>(e[0])と同値＝BOS項
7,米,E7 B1 B3,2.344379 3.922327 0.002521,3.619540,
7,诺,E8 AF BA,2.186585 2.953016 0.001018,2.967938,
7,夫,E5 A4 AB,2.761408 1.994977 0.340949,2.942948,
7,说,E8 AF B4,0.958040 4.080122 0.493109,3.193480,
7,，,EF BC 8C,1.735742 0.005437 0.749525,1.438009,
7,2,32,2.524716,2.524716,
7,0,30,1.375069,1.375069,
7,1,31,1.769556,1.769556,
7,3,33,3.133353,3.133353,
7, ,20,0.086646,0.086646,
7,年,E5 B9 B4,0.260643 0.005503 0.000024,0.153674,
7,他,E4 BB 96,2.502174 2.073874 2.423277,4.041062,
7,在,E5 9C A8,2.366922 3.561653 0.011711,3.429626,
7,《,E3 80 8A,2.716324 0.020605 0.145115,1.663949,
7,创,E5 88 9B,2.806493 4.260459 3.065727,5.850105,
7,智,E6 99 BA,1.611761 1.882266 0.707259,2.425613,
7,赢,E8 B5 A2,1.245452 2.930474 2.096416,3.621338,
7,家,E5 AE B6,2.423277 2.603614 0.002950,2.903980,
7,》,E3 80 8B,1.144012 0.002499 0.000051,0.661968,
7,节,E8 8A 82,2.862848 3.516569 0.300092,3.856416,
