sent_id,文字,バイト(hex),エントロピー(bits),H(=sum/√ℓ),備考
2,a,61,1.724471,1.724471,
2,b,62,0.929862,0.929862,
2,o,6F,0.002168,0.002168,
2,u,75,0.000127,0.000127,
2,t,74,0.002884,0.002884,
2, ,20,0.010523,0.010523,
2,w,77,4.192832,4.192832,
2,h,68,0.470567,0.470567,
2,e,65,1.555406,1.555406,
2,t,74,0.597366,0.597366,
2,h,68,0.008453,0.008453,
2,e,65,0.001299,0.001299,
2,r,72,0.001128,0.001128,
2, ,20,0.092282,0.092282,
2,d,64,3.043185,3.043185,
2,i,69,2.468361,2.468361,
2,a,61,2.344379,2.344379,
2,b,62,2.152772,2.152772,
2,e,65,0.726983,0.726983,
2,t,74,0.003214,0.003214,
2,e,65,0.408576,0.408576,
2,s,73,0.002289,0.002289,
2, ,20,0.286003,0.286003,
2,c,63,3.471485,3.471485,
2,a,61,1.036937,1.036937,
2,n,6E,0.402940,0.402940,
2, ,20,0.394487,0.394487,
2,b,62,3.403859,3.403859,
2,e,65,0.218377,0.218377,
2, ,20,1.160919,1.160919,
2,c,63,3.854701,3.854701,
2,u,75,1.521592,1.521592,
2,r,72,1.724471,1.724471,
2,e,65,0.149341,0.149341,
2,d,64,0.048254,0.048254,
2,",",2C,0.732619,0.732619,
2, ,20,0.006120,0.006120,
2,n,6E,3.764532,3.764532,
2,o,6F,0.743890,0.743890,
2,t,74,0.901684,0.901684,
2,i,69,0.834058,0.834058,
2,n,6E,1.149648,1.149648,
2,g,67,0.001453,0.001453,
2, ,20,0.236692,0.236692,
2,t,74,1.555406,1.555406,
2,h,68,0.198652,0.198652,
2,a,61,0.760796,0.760796,
2,t,74,0.000506,0.000506,
2, ,20,0.122573,0.122573,
2,t,74,3.426401,3.426401,
2,h,68,0.311363,0.311363,
2,e,65,0.777703,0.777703,
2,s,73,0.873507,0.873507,
2,e,65,0.001238,0.001238,
2, ,20,0.021309,0.021309,
2,f,66,3.651822,3.651822,
2,i,69,1.408882,1.408882,
2,n,6E,2.152772,2.152772,
2,d,64,0.181746,0.181746,
2,i,69,0.249372,0.249372,
2,n,6E,0.002025,0.002025,
2,g,67,0.000242,0.000242,
2,s,73,0.060230,0.060230,
2, ,20,0.165544,0.165544,
2,h,68,3.043185,3.043185,
2,a,61,0.648086,0.648086,
2,v,76,0.805880,0.805880,
2,e,65,0.009334,0.009334,
2, ,20,0.050015,0.050015,
2,n,6E,3.584195,3.584195,
2,o,6F,0.636815,0.636815,
2, ,20,0.969311,0.969311,
2,r,72,4.125206,4.125206,
2,e,65,1.127106,1.127106,
2,l,6C,2.265482,2.265482,
2,e,65,1.521592,1.521592,
2,v,76,0.163430,0.163430,
2,a,61,0.009554,0.009554,
2,n,6E,0.002366,0.002366,
2,c,63,0.907320,0.907320,
2,e,65,0.001695,0.001695,
2, ,20,0.349403,0.349403,
2,t,74,1.679387,1.679387,
2,o,6F,0.036455,0.036455,
2, ,20,0.214150,0.214150,
2,p,70,3.403859,3.403859,
2,e,65,2.671240,2.671240,
2,o,6F,1.183461,1.183461,
2,p,70,0.005724,0.005724,
2,l,6C,0.000410,0.000410,
2,e,65,0.009862,0.009862,
2, ,20,1.747014,1.747014,
2,w,77,3.110811,3.110811,
2,h,68,0.941133,0.941133,
2,o,6F,0.074319,0.074319,
2, ,20,0.552282,0.552282,
2,a,61,3.291148,3.291148,
2,l,6C,0.543828,0.543828,
2,r,72,2.524716,2.524716,
2,e,65,0.000369,0.000369,
2,a,61,0.003588,0.003588,
2,d,64,0.001409,0.001409,
2,y,79,0.001772,0.001772,
2, ,20,0.012064,0.012064,
2,h,68,2.783951,2.783951,
2,a,61,0.183155,0.183155,
2,v,76,0.156386,0.156386,
2,e,65,0.000848,0.000848,
2, ,20,0.264870,0.264870,
2,T,54,3.606738,3.606738,
2,y,79,4.057580,4.057580,
2,p,70,1.735742,1.735742,
2,e,65,0.021045,0.021045,
2, ,20,1.769556,1.769556,
2,1,31,2.930474,2.930474,
2, ,20,1.020030,1.020030,
2,d,64,0.890413,0.890413,
2,i,69,0.121868,0.121868,
2,a,61,0.019989,0.019989,
2,b,62,0.020605,0.020605,
2,e,65,0.000641,0.000641,
2,t,74,0.000121,0.000121,
2,e,65,0.047550,0.047550,
2,s,73,0.000288,0.000288,
2,.,2E,1.307442,1.307442,
2,<EOS>,,1.144012,,末バイト→EOS

3,<BOS>,,4.756385,,BOS出力＝先頭バイトを予測(先頭文字Hに算入)
3,O,4F,4.756385,4.756385,先頭文字: 1番目entは<BOS>(e[0])と同値＝BOS項
3,n,6E,4.283001,4.283001,
3, ,20,2.310566,2.310566,
3,M,4D,4.147748,4.147748,
3,o,6F,0.132435,0.132435,
3,n,6E,1.792098,1.792098,
3,d,64,0.125390,0.125390,
3,a,61,0.000754,0.000754,
3,y,79,0.002003,0.002003,
3,",",2C,1.577948,1.577948,
3, ,20,0.007793,0.007793,
3,S,53,4.688759,4.688759,
3,a,61,1.870995,1.870995,
3,r,72,0.800245,0.800245,
3,a,61,1.623032,1.623032,
3, ,20,2.682511,2.682511,
3,D,44,5.184685,5.184685,
3,a,61,2.400735,2.400735,
3,n,6E,3.516569,3.516569,
3,i,69,3.313690,3.313690,
3,u,75,0.935498,0.935498,
3,s,73,0.411394,0.411394,
3,",",2C,1.313078,1.313078,
3, ,20,0.005503,0.005503,
3,p,70,4.440796,4.440796,
3,e,65,2.197856,2.197856,
3,r,72,1.425788,1.425788,
3,m,6D,2.637427,2.637427,
3,a,61,0.991853,0.991853,
3,n,6E,0.004799,0.004799,
3,e,65,0.001062,0.001062,
3,n,6E,0.003500,0.003500,
3,t,74,0.000020,0.000020,
3, ,20,0.834058,0.834058,
3,s,73,2.761408,2.761408,
3,e,65,0.856600,0.856600,
3,c,63,0.179632,0.179632,
3,r,72,0.083476,0.083476,
3,e,65,0.000009,0.000009,
3,t,74,0.007397,0.007397,
3,a,61,0.033285,0.033285,
3,r,72,0.000301,0.000301,
3,y,79,0.131026,0.131026,
3, ,20,0.419847,0.419847,
3,o,6F,0.597366,0.597366,
3,f,66,0.020781,0.020781,
3, ,20,0.003324,0.003324,
3,t,74,3.764532,3.764532,
3,h,68,0.039625,0.039625,
3,e,65,0.019812,0.019812,
3, ,20,0.042795,0.042795,
3,N,4E,4.508422,4.508422,
3,o,6F,1.916079,1.916079,
3,b,62,0.369127,0.369127,
3,e,65,1.645574,1.645574,
3,l,6C,0.028178,0.028178,
3, ,20,0.038392,0.038392,
3,C,43,1.904808,1.904808,
3,o,6F,0.185972,0.185972,
3,m,6D,0.078545,0.078545,
3,m,6D,0.017083,0.017083,
3,i,69,0.004623,0.004623,
3,t,74,0.422665,0.422665,
3,t,74,0.000023,0.000023,
3,e,65,0.000201,0.000201,
3,e,65,0.000300,0.000300,
3, ,20,0.588913,0.588913,
3,f,66,1.769556,1.769556,
3,o,6F,0.400122,0.400122,
3,r,72,0.086998,0.086998,
3, ,20,0.131026,0.131026,
3,L,4C,3.989953,3.989953,
3,i,69,2.085145,2.085145,
3,t,74,1.555406,1.555406,
3,e,65,0.130322,0.130322,
3,r,72,0.004513,0.004513,
3,a,61,0.000493,0.000493,
3,t,74,1.155283,1.155283,
3,u,75,0.302910,0.302910,
3,r,72,0.025888,0.025888,
3,e,65,0.036983,0.036983,
3, ,20,1.053844,1.053844,
3,a,61,3.020643,3.020643,
3,t,74,0.586095,0.586095,
3, ,20,0.018492,0.018492,
3,t,74,3.133353,3.133353,
3,h,68,0.017699,0.017699,
3,e,65,0.031524,0.031524,
3, ,20,0.020077,0.020077,
3,S,53,4.621133,4.621133,
3,w,77,3.719448,3.719448,
3,e,65,1.848453,1.848453,
3,d,64,1.048208,1.048208,
3,i,69,0.037511,0.037511,
3,s,73,0.000798,0.000798,
3,h,68,0.001794,0.001794,
3, ,20,0.084533,0.084533,
3,A,41,2.840306,2.840306,
3,c,63,0.507197,0.507197,
3,a,61,0.013296,0.013296,
3,d,64,0.002675,0.002675,
3,e,65,0.010170,0.010170,
3,m,6D,0.000231,0.000231,
3,y,79,0.012152,0.012152,
3,",",2C,0.287412,0.287412,
3, ,20,0.028706,0.028706,
3,p,70,3.561653,3.561653,
3,u,75,2.107687,2.107687,
3,b,62,0.986217,0.986217,
3,l,6C,0.001772,0.001772,
3,i,69,0.000515,0.000515,
3,c,63,0.541011,0.541011,
3,l,6C,1.521592,1.521592,
3,y,79,0.000542,0.000542,
3, ,20,0.008321,0.008321,
3,a,61,3.471485,3.471485,
3,n,6E,1.938621,1.938621,
3,n,6E,0.884778,0.884778,
3,o,6F,0.026593,0.026593,
3,u,75,0.000226,0.000226,
3,n,6E,0.001629,0.001629,
3,c,63,0.000080,0.000080,
3,e,65,0.011271,0.011271,
3,d,64,0.089112,0.089112,
3, ,20,0.363492,0.363492,
3,d,64,2.197856,2.197856,
3,u,75,2.130229,2.130229,
3,r,72,1.324349,1.324349,
3,i,69,0.007221,0.007221,
3,n,6E,0.007969,0.007969,
3,g,67,0.000528,0.000528,
3, ,20,0.024303,0.024303,
3,a,61,2.581072,2.581072,
3, ,20,0.991853,0.991853,
3,r,72,3.764532,3.764532,
3,a,61,1.352527,1.352527,
3,d,64,0.617090,0.617090,
3,i,69,0.038920,0.038920,
3,o,6F,0.216968,0.216968,
3, ,20,0.107779,0.107779,
3,p,70,2.885390,2.885390,
3,r,72,0.839694,0.839694,
3,o,6F,0.159204,0.159204,
3,g,67,0.185972,0.185972,
3,r,72,0.000402,0.000402,
3,a,61,0.010038,0.010038,
3,m,6D,0.000407,0.000407,
3, ,20,1.065115,1.065115,
3,o,6F,3.200980,3.200980,
3,n,6E,1.132741,1.132741,
3, ,20,0.059525,0.059525,
3,S,53,4.125206,4.125206,
3,v,76,1.132741,1.132741,
3,e,65,0.721348,0.721348,
3,r,72,0.788974,0.788974,
3,i,69,0.078545,0.078545,
3,g,67,0.010302,0.010302,
3,e,65,0.006340,0.006340,
3,s,73,0.380398,0.380398,
3, ,20,0.033109,0.033109,
3,R,52,2.772680,2.772680,
3,a,61,0.504380,0.504380,
3,d,64,0.008453,0.008453,
3,i,69,0.065161,0.065161,
3,o,6F,0.036455,0.036455,
3, ,20,1.577948,1.577948,
3,i,69,4.395711,4.395711,
3,n,6E,0.025536,0.025536,
3, ,20,0.086998,0.086998,
3,S,53,4.305543,4.305543,
3,w,77,1.487779,1.487779,
3,e,65,0.016995,0.016995,
3,d,64,0.001370,0.001370,
3,e,65,0.052129,0.052129,
3,n,6E,0.001552,0.001552,
3, ,20,1.668116,1.668116,
3,t,74,3.155895,3.155895,
3,h,68,1.290536,1.290536,
3,e,65,0.269096,0.269096,
3, ,20,0.414211,0.414211,
3,c,63,4.328085,4.328085,
3,o,6F,2.299295,2.299295,
3,m,6D,1.904808,1.904808,
3,m,6D,1.346891,1.346891,
3,i,69,1.758285,1.758285,
3,t,74,0.800245,0.800245,
3,t,74,0.021309,0.021309,
3,e,65,0.004623,0.004623,
3,e,65,0.000396,0.000396,
3,",",2C,1.358162,1.358162,
3, ,20,0.007397,0.007397,
3,u,75,3.944869,3.944869,
3,n,6E,1.437060,1.437060,
3,a,61,0.912955,0.912955,
3,b,62,1.465237,1.465237,
3,l,6C,0.002113,0.002113,
3,e,65,0.097917,0.097917,
3, ,20,0.005327,0.005327,
3,t,74,0.267688,0.267688,
3,o,6F,0.005283,0.005283,
3, ,20,0.027121,0.027121,
3,r,72,3.967411,3.967411,
3,e,65,0.304318,0.304318,
3,a,61,3.854701,3.854701,
3,c,63,1.408882,1.408882,
3,h,68,0.188790,0.188790,
3, ,20,0.051776,0.051776,
3,B,42,2.299295,2.299295,
3,o,6F,2.299295,2.299295,
3,b,62,3.696906,3.696906,
3, ,20,1.577948,1.577948,
3,D,44,4.373169,4.373169,
3,y,79,1.408882,1.408882,
3,l,6C,0.755161,0.755161,
3,a,61,0.001183,0.001183,
3,n,6E,0.000085,0.000085,
3, ,20,1.780827,1.780827,
3,d,64,4.170290,4.170290,
3,i,69,2.006248,2.006248,
3,r,72,1.544135,1.544135,
3,e,65,0.000550,0.000550,
3,c,63,0.018580,0.018580,
3,t,74,0.001662,0.001662,
3,l,6C,1.724471,1.724471,
3,y,79,0.003544,0.003544,
3, ,20,0.879142,0.879142,
3,a,61,3.043185,3.043185,
3,b,62,2.096416,2.096416,
3,o,6F,1.070750,1.070750,
3,u,75,0.308545,0.308545,
3,t,74,0.000166,0.000166,
3, ,20,0.013208,0.013208,
3,w,77,3.088269,3.088269,
3,i,69,0.563553,0.563553,
3,n,6E,1.487779,1.487779,
3,n,6E,0.760796,0.760796,
3,i,69,0.028178,0.028178,
3,n,6E,0.003962,0.003962,
3,g,67,0.001860,0.001860,
3, ,20,0.051424,0.051424,
3,t,74,2.468361,2.468361,
3,h,68,0.131730,0.131730,
3,e,65,0.250781,0.250781,
3, ,20,0.057412,0.057412,
3,2,32,5.004348,5.004348,
3,0,30,0.324043,0.324043,
3,1,31,1.623032,1.623032,
3,6,36,3.268606,3.268606,
3, ,20,0.324043,0.324043,
3,N,4E,4.395711,4.395711,
3,o,6F,0.280367,0.280367,
3,b,62,0.041562,0.041562,
3,e,65,0.010655,0.010655,
3,l,6C,0.002510,0.002510,
3, ,20,0.028530,0.028530,
3,P,50,0.448024,0.448024,
3,r,72,0.264870,0.264870,
3,i,69,0.006648,0.006648,
3,z,7A,0.004249,0.004249,
3,e,65,0.000078,0.000078,
3, ,20,1.160919,1.160919,
3,i,69,1.747014,1.747014,
3,n,6E,0.011799,0.011799,
3, ,20,0.149341,0.149341,
3,L,4C,2.682511,2.682511,
3,i,69,0.036631,0.036631,
3,t,74,0.007969,0.007969,
3,e,65,0.029939,0.029939,
3,r,72,0.001486,0.001486,
3,a,61,0.000279,0.000279,
3,t,74,0.195835,0.195835,
3,u,75,0.000304,0.000304,
3,r,72,0.010699,0.010699,
3,e,65,0.000980,0.000980,
3,",",2C,1.600490,1.600490,
3, ,20,0.012856,0.012856,
3,h,68,4.418254,4.418254,
3,a,61,1.611761,1.611761,
3,d,64,1.927350,1.927350,
3, ,20,0.157090,0.157090,
3,a,61,3.989953,3.989953,
3,b,62,3.043185,3.043185,
3,a,61,2.603614,2.603614,
3,n,6E,0.001486,0.001486,
3,d,64,0.007044,0.007044,
3,o,6F,0.001706,0.001706,
3,n,6E,0.001112,0.001112,
3,e,65,0.009994,0.009994,
3,d,64,0.000036,0.000036,
3, ,20,0.048606,0.048606,
3,i,69,3.223522,3.223522,
3,t,74,0.187381,0.187381,
3,s,73,1.747014,1.747014,
3, ,20,0.031700,0.031700,
3,e,65,3.787074,3.787074,
3,f,66,3.043185,3.043185,
3,f,66,0.000864,0.000864,
3,o,6F,0.178224,0.178224,
3,r,72,0.003192,0.003192,
3,t,74,0.000134,0.000134,
3,s,73,0.060582,0.060582,
3, ,20,0.414211,0.414211,
3,t,74,2.479632,2.479632,
3,o,6F,0.064809,0.064809,
3, ,20,0.101439,0.101439,
3,r,72,3.944869,3.944869,
3,e,65,0.371945,0.371945,
3,a,61,3.494027,3.494027,
3,c,63,0.269096,0.269096,
