sent_id,文字,バイト(hex),エントロピー(bits),H(=sum/√ℓ),備考
3,노,EB 85 B8,2.648698 3.854701 1.735742,4.756870,
3,벨,EB B2 A8,1.656845 1.262358 1.679387,2.654997,
3,상,EC 83 81,1.747014 1.938621 0.045436,2.154135,
3, ,20,1.848453,1.848453,
3,문,EB AC B8,3.516569 2.626156 1.211638,4.246044,
3,학,ED 95 99,1.499050 0.907320 0.064809,1.426736,
3,위,EC 9C 84,0.701623 0.003302 1.020030,0.995904,
3,원,EC 9B 90,1.296171 0.019900 0.001618,0.760769,
3,회,ED 9A 8C,1.870995 0.001079 0.001541,1.081732,
3, ,20,2.355650,2.355650,
3,사,EC 82 AC,2.806493 4.508422 0.316998,4.406287,
3,무,EB AC B4,1.346891 1.256723 0.000131,1.503273,
3,총,EC B4 9D,0.597366 1.532863 0.226830,1.360849,
3,장,EC 9E A5,0.002388 0.004029 0.001827,0.004760,
3, ,20,2.197856,2.197856,
3,사,EC 82 AC,3.629280 4.080122 1.369433,5.241668,
3,라,EB 9D BC,1.132741 2.581072 0.007397,2.148441,
3, ,20,0.198652,0.198652,
3,다,EB 8B A4,1.927350 4.801469 1.499050,4.750363,
3,니,EB 8B 88,2.085145 3.922327 1.927350,4.581172,
3,우,EC 9A B0,1.138377 1.183461 0.307136,1.517839,
3,스,EC 8A A4,0.755161 0.255008 0.000272,0.583378,
3,는,EB 8A 94,1.532863 1.555406 0.011271,1.789520,
3, ,20,0.029763,0.029763,
3,스,EC 8A A4,2.783951 3.291148 0.084533,3.556265,
3,웨,EC 9B A8,0.095804 0.034870 0.029763,0.092628,
3,덴,EB 8D B4,0.002928 0.012592 0.001662,0.009920,
3, ,20,1.003124,1.003124,
3,스,EC 8A A4,1.972435 4.215375 0.109188,3.635573,
3,베,EB B2 A0,1.076386 3.516569 1.093292,3.282956,
3,리,EB A6 AC,1.008759 3.516569 0.171884,2.711937,
3,예,EC 98 88,2.028790 3.088269 0.442389,3.209749,
3,스,EC 8A A4,0.721348 1.375069 0.001304,1.211120,
3, ,20,0.907320,0.907320,
3,라,EB 9D BC,1.848453 1.555406 0.004623,1.967888,
3,디,EB 94 94,0.667810 2.355650 0.005217,1.748608,
3,오,EC 98 A4,0.045789 0.221194 0.008453,0.159023,
3,의,EC 9D 98,1.008759 1.279265 0.974946,1.883877,
3, ,20,0.009246,0.009246,
3,라,EB 9D BC,2.614885 1.217274 0.011975,2.219412,
3,디,EB 94 94,0.000348 0.003698 0.005636,0.005590,
3,오,EC 98 A4,0.000084 0.000025 0.012416,0.007231,
3, ,20,0.109893,0.109893,
3,프,ED 94 84,1.747014 2.299295 0.345176,2.535425,
3,로,EB A1 9C,0.004469 0.259234 1.138377,0.809491,
3,그,EA B7 B8,0.145115 0.000044 0.000032,0.083826,
3,램,EB 9E A8,0.002124 0.002234 0.012064,0.009481,
3,에,EC 97 90,1.144012 1.048208 0.001282,1.266419,
3,서,EC 84 9C,0.639632 0.002884 0.010214,0.376854,
3, ,20,0.155681,0.155681,
3,위,EC 9C 84,2.118958 2.829035 1.335620,3.627846,
3,원,EC 9B 90,0.239510 1.724471 0.000278,1.134066,
3,회,ED 9A 8C,1.132741 0.021397 0.001018,0.666930,
3,는,EB 8A 94,1.701929 0.749525 0.000897,1.415866,
3, ,20,0.042090,0.042090,
3,2,32,2.953016,2.953016,
3,0,30,1.301807,1.301807,
3,1,31,1.510321,1.510321,
3,6,36,3.268606,3.268606,
3,년,EB 85 84,0.374763 0.000054 0.026593,0.231754,
3, ,20,0.369127,0.369127,
3,노,EB 85 B8,3.313690 3.696906 0.036983,4.068922,
3,벨,EB B2 A8,0.055651 0.002774 0.003566,0.035790,
3, ,20,0.453660,0.453660,
3,문,EB AC B8,1.848453 1.510321 0.924227,2.472792,
3,학,ED 95 99,0.031172 0.007969 0.000184,0.022704,
3,상,EC 83 81,0.025888 0.000572 0.000105,0.015338,
3, ,20,0.555099,0.555099,
3,수,EC 88 98,1.870995 0.755161 0.001574,1.517121,
3,상,EC 83 81,0.047550 0.013032 0.005063,0.037900,
3, ,20,0.195835,0.195835,
3,소,EC 86 8C,1.961164 3.223522 0.003786,2.995566,
3,식,EC 8B 9D,0.057764 0.862236 0.154977,0.620638,
3,을,EC 9D 84,0.321225 1.239816 0.264870,1.054190,
3, ,20,0.045436,0.045436,
3,밥,EB B0 A5,1.577948 1.104563 0.135253,1.626837,
3, ,20,1.166554,1.166554,
3,딜,EB 94 9C,1.656845 4.125206 2.141500,4.574665,
3,런,EB 9F B0,0.873507 0.422665 2.333108,2.095366,
3,에,EC 97 90,0.563553 1.284900 0.010567,1.073305,
3,게,EA B2 8C,1.949893 0.070796 0.000421,1.166888,
3, ,20,0.092986,0.092986,
3,직,EC A7 81,2.006248 4.576048 1.848453,4.867495,
3,접,EC A0 91,0.487473 0.162021 0.069387,0.415047,
3, ,20,0.165544,0.165544,
3,전,EC A0 84,1.679387 4.012496 2.040061,4.464040,
3,달,EB 8B AC,1.645574 0.031700 0.008982,0.973560,
3,하,ED 95 98,0.388851 0.363492 1.363798,1.221754,
3,는,EB 8A 94,1.211638 0.896049 0.031700,1.235176,
3, ,20,0.166248,0.166248,
3,것,EA B2 83,2.231669 2.344379 0.645268,3.014528,
3,이,EC 9D B4,0.704441 1.206003 0.800245,1.565017,
3, ,20,1.296171,1.296171,
3,불,EB B6 88,2.164043 4.102664 1.414517,4.434757,
3,가,EA B0 80,0.408576 0.298683 0.264870,0.561259,
3,능,EB 8A A5,1.036937 0.002388 0.000085,0.600104,
3,하,ED 95 98,0.065865 0.357856 1.476508,1.097098,
3,여,EC 97 AC,0.166248 1.042573 0.000091,0.697966,
3, ,20,0.679081,0.679081,
3,그,EA B7 B8,2.062603 2.907932 0.271914,3.026730,
3,에,EC 97 90,1.938621 2.040061 0.018227,2.307617,
3,게,EA B2 8C,0.941133 0.055651 0.041562,0.599489,
3, ,20,0.439571,0.439571,
3,연,EC 97 B0,2.107687 4.260459 2.547258,5.147311,
3,락,EB 9D BD,1.724471 0.411394 0.000531,1.233449,
3,을,EC 9D 84,1.200367 0.924227 1.262358,1.955458,
3, ,20,0.058116,0.058116,
3,취,EC B7 A8,1.814640 3.944869 0.000410,3.325491,
3,하,ED 95 98,1.352527 0.247963 1.324349,1.688656,
3,려,EB A0 A4,1.453966 1.380704 0.016554,1.646155,
3,는,EB 8A 94,1.532863 0.208515 0.001706,1.006370,
3, ,20,0.041034,0.041034,
3,노,EB 85 B8,1.397611 2.975559 0.755161,2.960843,
3,력,EB A0 A5,0.123982 0.867871 0.010831,0.578900,
3,을,EC 9D 84,0.749525 1.555406 0.356447,1.536547,
3, ,20,0.029939,0.029939,
3,포,ED 8F AC,1.927350 1.893537 0.335314,2.399584,
3,기,EA B8 B0,0.608637 0.005107 0.007661,0.358768,
3,했,ED 96 88,0.135957 0.710076 0.001904,0.489557,
3,다,EB 8B A4,0.331087 0.456478 0.000696,0.455103,
3,고,EA B3 A0,0.772067 0.238101 0.000881,0.583729,
3, ,20,0.076784,0.076784,
3,공,EA B3 B5,2.750137 2.569801 0.935498,3.611577,
3,개,EA B0 9C,1.369433 0.027473 0.114824,0.872798,
3,적,EC A0 81,0.175406 0.091577 0.000056,0.154175,
3,으,EC 9C BC,0.110597 0.097917 0.000118,0.120454,
3,로,EB A1 9C,0.000903 0.000000 0.001392,0.001325,
3, ,20,0.015145,0.015145,
3,발,EB B0 9C,1.589219 2.333108 0.462113,2.531358,
3,표,ED 91 9C,0.929862 0.422665 0.493109,1.065578,
3,했,ED 96 88,0.309954 0.997488 0.000040,0.754875,
3,습,EC 8A B5,0.116233 1.701929 0.005988,1.053173,
3,니,EB 8B 88,0.000842 0.000111 0.000095,0.000605,
3,다,EB 8B A4,0.001860 0.000094 0.000009,0.001133,
3,.,2E,0.016730,0.016730,
3,<EOS>,,1.431424,,末バイト→EOS

4,<BOS>,,4.756385,,BOS出力＝先頭バイトを予測(先頭文字Hに算入)
4,"""",22,4.756385,4.756385,先頭文字: 1番目entは<BOS>(e[0])と同値＝BOS項
4,대,EB 8C 80,4.711301 4.733843 0.075023,5.496471,
4,니,EB 8B 88,2.017519 3.043185 1.087657,3.549758,
4,어,EC 96 B4,0.340949 1.307442 0.001161,0.952370,
4,스,EC 8A A4,1.408882 1.318713 0.073262,1.617076,
4,(,28,2.085145,2.085145,
4,D,44,3.020643,3.020643,
4,a,61,2.107687,2.107687,
4,n,6E,2.840306,2.840306,
4,i,69,1.747014,1.747014,
4,u,75,1.025666,1.025666,
4,s,73,0.243737,0.243737,
4,),29,1.870995,1.870995,
4,는,EB 8A 94,1.747014 0.515651 0.001882,1.307437,
4, ,20,0.016730,0.016730,
4,"""",22,1.938621,1.938621,
4,"""",22,1.916079,1.916079,
4,지,EC A7 80,1.713200 4.508422 2.581072,5.082238,
4,금,EA B8 88,1.679387 1.713200 1.082021,2.583417,
4, ,20,2.130229,2.130229,
4,우,EC 9A B0,1.972435 4.147748 0.822787,4.008526,
4,리,EB A6 AC,0.512833 0.467749 0.580459,0.901268,
4,는,EB 8A 94,1.792098 2.254211 0.000216,2.336262,
4, ,20,0.178224,0.178224,
4,아,EC 95 84,1.769556 4.328085 2.141500,4.756870,
4,무,EB AC B4,1.442695 2.254211 0.012680,2.141730,
4,것,EA B2 83,2.040061 2.096416 0.016907,2.397957,
4,도,EB 8F 84,0.065513 0.003148 0.006076,0.043149,
4, ,20,0.049311,0.049311,
4,하,ED 95 98,1.634303 0.187381 1.600490,1.975793,
4,지,EC A7 80,1.425788 0.046141 0.032228,0.868426,
4,는,EB 8A 94,0.356447 0.022718 0.000583,0.219248,
4, ,20,0.064456,0.064456,
4,않,EC 95 8A,0.679081 0.076432 0.010391,0.442195,
4,고,EA B3 A0,1.234181 1.487779 0.000134,1.571602,
4, ,20,0.805880,0.805880,
4,있,EC 9E 88,1.329984 3.155895 2.434548,3.995511,
4,다,EB 8B A4,1.155283 1.251087 0.419847,1.631717,
4,.,2E,2.445819,2.445819,
4, ,20,0.997488,0.997488,
4,그,EA B7 B8,2.558529 1.380704 0.086294,2.324140,
4,의,EC 9D 98,1.020030 1.566677 0.121868,1.563797,
4, ,20,0.077136,0.077136,
4,가,EA B0 80,1.679387 3.246064 1.453966,3.683158,
4,장,EC 9E A5,0.228239 2.231669 0.000770,1.420673,
4, ,20,0.183155,0.183155,
4,가,EA B0 80,1.600490 2.299295 1.324349,3.016155,
4,까,EA B9 8C,1.093292 0.092986 0.124686,0.756886,
4,운,EC 9A B4,0.076080 1.251087 0.176815,0.868324,
4, ,20,0.020605,0.020605,
4,협,ED 98 91,1.690658 3.696906 1.634303,4.054077,
4,력,EB A0 A5,0.594548 0.311363 0.000024,0.523042,
4,자,EC 9E 90,0.839694 2.051332 0.270505,1.825311,
4,에,EC 97 90,1.431424 0.414211 0.290230,1.233142,
4,게,EA B2 8C,1.442695 0.016554 0.002168,0.843750,
4, ,20,1.532863,1.532863,
4,전,EC A0 84,1.792098 3.403859 2.366922,4.366430,
4,화,ED 99 94,1.735742 1.532863 0.850965,2.378435,
4,를,EB A5 BC,1.735742 0.952404 0.001200,1.552695,
4, ,20,0.262052,0.262052,
4,걸,EA B1 B8,1.453966 2.547258 1.701929,3.292717,
4,어,EC 96 B4,1.758285 2.772680 0.000224,2.616083,
4, ,20,1.870995,1.870995,
4,이,EC 9D B4,1.735742 4.125206 2.130229,4.613709,
4,메,EB A9 94,1.961164 2.975559 0.856600,3.344776,
4,일,EC 9D BC,0.002289 0.037511 0.007617,0.027377,
4,을,EC 9D 84,1.611761 0.952404 0.302910,1.655306,
4, ,20,0.052129,0.052129,
4,보,EB B3 B4,1.904808 3.516569 0.777703,3.579041,
4,냈,EB 83 88,0.755161 0.577642 0.188790,0.878492,
4,고,EA B3 A0,1.155283 0.557917 0.000111,0.989181,
4, ,20,1.341256,1.341256,
4,매,EB A7 A4,2.130229 4.080122 2.073874,4.782900,
4,우,EC 9A B0,1.251087 1.487779 0.004403,1.583827,
4, ,20,0.108484,0.108484,
4,친,EC B9 9C,1.487779 4.553506 2.006248,4.646246,
4,절,EC A0 88,1.837182 1.183461 0.255008,1.891198,
4,한,ED 95 9C,0.090873 1.048208 0.636815,1.025314,
4, ,20,0.076080,0.076080,
4,답,EB 8B B5,1.938621 4.147748 2.400735,4.900032,
4,장,EC 9E A5,1.222909 0.676263 0.715712,1.509704,
4,을,EC 9D 84,0.391669 0.783338 1.211638,1.377931,
4, ,20,0.064809,0.064809,
4,받,EB B0 9B,1.453966 2.186585 0.805880,2.567148,
4,았,EC 95 98,0.673446 1.003124 0.363492,1.177830,
4,다,EB 8B A4,1.031302 0.524104 0.003060,0.899780,
4,.,2E,0.800245,0.800245,
4, ,20,1.025666,1.025666,
4,현,ED 98 84,2.761408 3.651822 1.217274,4.405474,
4,재,EC 9E AC,1.296171 1.623032 0.185972,1.792774,
4,로,EB A1 9C,1.313078 0.896049 0.003082,1.277219,
4,서,EC 84 9C,1.453966 0.805880 0.063752,1.341530,
4,는,EB 8A 94,0.963675 0.493109 0.000105,0.841135,
4, ,20,0.049663,0.049663,
4,확,ED 99 95,3.065727 4.035038 2.817764,5.726465,
4,실,EC 8B A4,0.794609 2.366922 0.031524,1.843511,
4,히,ED 9E 88,0.450842 0.526922 0.000123,0.564583,
4, ,20,0.112711,0.112711,
4,그,EA B7 B8,2.175314 2.502174 0.560735,3.024289,
4,것,EA B2 83,1.882266 1.307442 0.214150,1.965219,
4,으,EC 9C BC,0.586095 0.400122 0.001024,0.569984,
4,로,EB A1 9C,0.001618 0.000003 0.002950,0.002639,
4, ,20,0.597366,0.597366,
4,충,EC B6 A9,1.904808 4.057580 1.408882,4.255805,
4,분,EB B6 84,1.042573 0.181746 0.002521,0.708316,
4,하,ED 95 98,0.264870 1.144012 1.307442,1.568271,
4,다,EB 8B A4,1.403246 0.546646 0.001128,1.126422,
4,.,2E,1.003124,1.003124,
4,"""",22,1.363798,1.363798,
4,"""",22,2.118958,2.118958,
4,"""",22,1.566677,1.566677,
4,<EOS>,,1.189096,,末バイト→EOS

5,<BOS>,,4.756385,,BOS出力＝先頭バイトを予測(先頭文字Hに算入)
5,링,EB A7 81,4.756385 4.801469 1.668116,6.481317,先頭文字: 1番目entは<BOS>(e[0])と同値＝BOS項
5,의,EC 9D 98,2.118958 4.508422 2.445819,5.238414,
5, ,20,0.417029,0.417029,
5,C,43,0.856600,0.856600,
5,E,45,4.756385,4.756385,
5,O,4F,2.682511,2.682511,
5,인,EC 9D B8,4.147748 1.927350 2.040061,4.685290,
5, ,20,0.034694,0.034694,
5,제,EC A0 9C,2.468361 4.530964 2.366922,5.407605,
5,이,EC 9D B4,1.893537 1.949893 1.358162,3.003140,
5,미,EB AF B8,1.008759 1.115834 0.121868,1.296996,
5, ,20,0.636815,0.636815,
5,시,EC 8B 9C,1.713200 3.922327 1.634303,4.197239,
5,미,EB AF B8,1.668116 3.516569 0.326861,3.182093,
5,노,EB 85 B8,1.623032 3.246064 0.405758,3.045438,
5,프,ED 94 84,1.893537 2.885390 0.190199,2.868926,
